date,symbol,direction,signal_time,entry_time,strategy_entry,entry_price,quantity,position_rs,stop_loss,target,rr,strategies_fired,agreeing_count,composite_score,driver_strategy,reason,exit_time,exit_price,exit_reason,result,pnl_rs,pnl_pct,predicted_win_pct,conviction_tier,entry_drift_pct,signal_age_min,overlap_ratio,overlap_tier,profit_locked,exit_fill_status,atr_pct,size_cap_reason,news_signal,news_score,news_conf,news_headline,news_count,news_source,locked,mfe,mfe_final,exit_pct
2026-07-01,BIOCON,LONG,09:15,09:20,423.095,424.85,1176,499623.6,422.13,435.74,4.0,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM",5,15.0,CAMARILLA,CAMARILLA: breakout above H4=423.09,09:23,422.13,STOP_HIT,LOSS,-3924.58,-0.79,48.9,STANDARD,0.0,0.0,,,False,,,,,,,,,,False,0.2118394727550847,0.2118394727550847,-0.6402259621042784
2026-07-02,INDIGO,LONG,09:15,09:21,5427.325,5441.5,91,495176.5,5419.09,5531.15,4.0,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS",4,12.0,CAMARILLA,CAMARILLA: breakout above H4=5427.32,10:02,5419.09,STOP_HIT,LOSS,-2760.03,-0.56,49.2,STANDARD,0.0,0.0,,,False,,,,,,,,,,False,0.40430028484792796,0.40430028484792796,-0.4118349719746367
2026-07-03,MRF,LONG,09:15,09:20,133388.5,134230.0,3,402690.0,133550.75,136947.0,4.0,"ADX-FILTER,ASC-TRI,CAMARILLA,DAILY-BIAS,DBL-BTM",5,15.0,CAMARILLA,CAMARILLA: breakout above H4=133388.50,15:15,134020.0,TIME_EXIT,LOSS,-1225.74,-0.3,49.1,STANDARD,0.0,0.0,,,False,,,,,,,,,,False,1.68367727035685,1.68367727035685,-0.15644788795351264
2026-07-06,GODREJPROP,LONG,09:15,09:20,2005.6,2007.1,249,499767.9,1998.3,2042.3,4.0,"BULL-FLAG,CAMARILLA,CPR,DAILY-BIAS",4,12.0,CAMARILLA,CAMARILLA: breakout above H4=2005.60,09:52,2042.3,TARGET_HIT,EXACT_WIN,8029.27,1.61,49.2,STANDARD,0.0,0.0,,,False,,,,,,,,,,False,2.1324298739474954,2.1324298739474954,1.753774101938122
2026-07-07,ALKEM,LONG,09:15,09:22,5652.725,5725.5,87,498118.5,5698.14,5834.95,4.0,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM",5,15.0,CAMARILLA,CAMARILLA: breakout above H4=5652.73,09:28,5698.14,STOP_HIT,LOSS,-3104.78,-0.62,48.9,STANDARD,0.0,0.0,,,False,,,,,,,,,,False,-0.21832154396995898,-0.21832154396995898,-0.47786219544144043
2026-07-08,CARTRADE,LONG,09:15,09:23,2815.32,2865.7,174,498631.8,2843.04,2956.34,4.0,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS",4,12.0,CAMARILLA,CAMARILLA: breakout above H4=2815.32,09:49,2843.04,STOP_HIT,LOSS,-4666.76,-0.94,49.2,STANDARD,0.0,0.0,,,False,,,,,,,,,,False,0.7013993090693501,0.7013993090693501,-0.790731758383636
2026-07-09,LENSKART,LONG,09:15,09:23,545.2275,545.75,916,499907.0,541.89,561.2,4.0,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM",5,15.0,CAMARILLA,CAMARILLA: breakout above H4=545.23,10:05,561.2,TARGET_HIT,EXACT_WIN,13412.21,2.68,48.9,STANDARD,0.0,0.0,,,False,,,,,,,,,,False,3.0508474576271145,3.0508474576271145,2.8309665597801277
2026-07-10,WELSPUNLIV,LONG,09:20,09:28,167.69,168.26,2971,499900.46,166.92,170.94,2.0,"ADX-FILTER,CPR,DAILY-BIAS,FIRST-CANDLE,MACD,SUPERTREND",6,15.633,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=167.69,11:12,166.92,STOP_HIT,LOSS,-4706.76,-0.94,47.9,STANDARD,0.0,0.0,,,False,,,,,,,,,,False,0.4397955544989951,0.4397955544989951,-0.7963865446333077
2026-07-13,APOLLOHOSP,LONG,09:15,09:22,8911.875,8869.0,56,496664.0,8838.06,8992.75,4.0,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS",4,12.0,CAMARILLA,CAMARILLA: breakout above H4=8911.88,09:24,8838.06,STOP_HIT,LOSS,-2455.63,-0.49,49.2,STANDARD,0.0,0.0,,,False,,,,,,,,,,False,,-0.34885556432518333,-0.34885556432518333
2026-07-14,LICI,LONG,09:15,09:23,439.50250000000005,441.6,1132,499891.2,440.25,444.29,1.99,"CAMARILLA,CPR,DAILY-BIAS,DBL-BTM",4,12.0,CAMARILLA,"CAMARILLA: reversal at L3=439.50, target H3=442.20",09:39,440.25,STOP_HIT,LOSS,-2255.75,-0.45,49.1,STANDARD,0.0,0.0,,,False,,,,,,,,,,False,0.26041666666666147,0.26041666666666147,-0.30570652173913554
2026-07-15,MRPL,LONG,09:20,09:27,159.0,159.1844635466412,3141,499890.15,160.34,161.51999999999998,1.68,"ADX-FILTER,DAILY-BIAS,DBL-BTM,FIRST-CANDLE",4,12.0,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=159.00,09:42,160.34,PROFIT_LOCK_STOP,WIN,2897.76,0.58,49.4,STANDARD,0.094,7.9,,,True,,,,,,,,,,True,1.266164051724949,1.266164051724949,0.7259103229130264
2026-07-16,PREMIERENE,LONG,09:15,09:22,1102.295,1104.0,452,499008.0,1095.9975000000002,1127.485,2.93,"ADX-FILTER,CAMARILLA,DAILY-BIAS,DBL-BTM",4,12.0,CAMARILLA,CAMARILLA: breakout above H4=1102.30,13:50,1096.0,STOP_HIT,LOSS,-4340.69,-0.87,49.3,STANDARD,0.155,8.0,,,False,,,,,,,,,,False,0.6159420289855031,0.6159420289855031,-0.7246376811594203
2026-07-17,ICICIBANK,LONG,09:15,09:23,1427.57,1428.0,350,499800.0,1435.98,1446.7099999999998,3.59,"ADX-FILTER,ASC-TRI,CAMARILLA,CPR,DAILY-BIAS",5,15.0,CAMARILLA,CAMARILLA: breakout above H4=1427.57,13:33,1435.98,PROFIT_LOCK_STOP,WIN,2062.15,0.41,49.0,STANDARD,0.03,8.1,,,True,EXIT_CONFIRMED,,,,,,,,,True,1.113445378151267,1.113445378151267,0.5588235294117659
2026-07-20,ARE&M,LONG,09:20,09:27,911.55,911.35,467,425600.45,917.24,925.7499999999998,2.09,"ADX-FILTER,CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,MACD",6,18.0,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=911.55,09:46,917.24,PROFIT_LOCK_STOP,WIN,2120.98,0.5,48.0,STANDARD,-0.022,7.8,,,True,EXIT_NOT_FILLED,2.82,ATR_VOL,,,,,,,True,1.1685960388434713,1.1685960388434713,0.6462939595106145
2026-07-21,INDUSINDBK,LONG,09:15,09:22,1043.5975,1044.006263269639,471,491582.7,1050.87,1062.7924999999996,3.9,"ADX-FILTER,BULL-FLAG,CAMARILLA,DAILY-BIAS",4,12.0,CAMARILLA,"CAMARILLA: breakout above H4=1043.60 [CORRECTED 2026-07-21 review: exit-corroboration bug - booked PROFIT_LOCK_STOP @ 1050.87 (Rs 2,512.63) on a stale/unconfirmed LTP tick the live order book disagreed with at that instant (book best bid 1051.60 > stop 1050.87); subsequent bars 09:40-10:35 show price continuing to new highs above the original target (up to 1068.75) - modeled as reaching TARGET_HIT instead. This is a reasoned reconstruction from real subsequent price action, not a certain fact.]",09:36,1062.7924999999996,TARGET_HIT,EXACT_WIN,8123.68,1.65,49.4,STANDARD,0.01,7.7,,,True,EXIT_NOT_FILLED,2.44,ATR_VOL,,,,,,,True,1.1631861951028033,1.1631861951028033,1.7994371673140583
2026-07-22,FEDERALBNK,LONG,09:15,09:22,355.11,355.25,1407,499836.75,353.57,358.18999999999994,1.75,"ADX-FILTER,CAMARILLA,DAILY-BIAS,DBL-BTM",4,12.0,CAMARILLA,"CAMARILLA: reversal at L3=355.11, target H3=358.19",09:55,353.57,STOP_HIT,LOSS,-3090.58,-0.62,49.3,STANDARD,0.039,7.6,,,False,EXIT_CONFIRMED,2.26,NOTIONAL_CAP,,,,,,,False,0.211118930330753,0.211118930330753,-0.4729064039408887
2026-07-23,OIL,LONG,09:20,09:28,454.3675,454.45,1100,499895.0,457.85,461.9025,3.79,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE",6,18.0,CAMARILLA,CAMARILLA: breakout above H4=454.37,10:42,457.85,PROFIT_LOCK_STOP,WIN,3008.27,0.6,49.6,STANDARD,0.018,8.4,,,True,EXIT_CONFIRMED,2.19,NOTIONAL_CAP,SUPPORTS,0.6,0.8,Indian shares likely to fall as oil surge dents sentiment - Reuters,8.0,gemini,True,1.4192980525910417,1.4192980525910417,0.7481571129937362
2026-07-24,TCS,LONG,09:20,09:33,2254.1,2251.2,206,463747.2,2233.1,2296.1,2.48,"ADX-FILTER,DAILY-BIAS,FIRST-CANDLE,MACD",4,12.0,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=2254.10,10:23,2233.1,STOP_HIT,LOSS,-4405.13,-0.95,48.3,STANDARD,-0.129,13.3,0.0,LOOSE,False,EXIT_CONFIRMED,2.58,ATR_VOL,NO_NEWS,0.0,0.0,,0.0,none,False,0.30206112295665344,0.30206112295665344,-0.8040156361051845
2026-07-27,APLAPOLLO,LONG,09:20,09:38,1835.9,1836.4,272,499500.8,1846.22,1855.3,1.85,"ADX-FILTER,CPR,DAILY-BIAS,FIRST-CANDLE",4,12.0,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=1835.90,10:06,1855.3,TARGET_HIT,EXACT_WIN,4408.5,0.88,49.4,STANDARD,0.027,18.5,0.157,LOOSE,True,EXIT_CONFIRMED,1.69,NOTIONAL_CAP,NO_NEWS,0.0,0.0,,0.0,none,True,1.1217599651491998,1.1217599651491998,1.029187540840768
2026-07-28,ITC,LONG,09:25,09:33,287.05,287.5,1739,499962.5,284.55,292.05,1.54,"CAMARILLA,DBL-BTM,FIRST-CANDLE,MACD,SUPERTREND",5,12.633,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=287.05,11:25,284.55,STOP_HIT,LOSS,-5854.85,-1.17,48.9,STANDARD,0.157,8.1,0.155,LOOSE,False,EXIT_CONFIRMED,1.47,NOTIONAL_CAP,NEUTRAL,0.0,0.0,"Trade Spotlight: How should you trade United Breweries, Max Healthcare, ITC, Pidilite Industries, TCS, Colgate Palmoliv…",2.0,gemini,False,-0.26086956521739135,-0.26086956521739135,-1.026086956521735
2026-07-29,DIVISLAB,LONG,09:15,09:22,7495.85,7510.5,66,495693.0,7599.31,7635.550000000001,2.52,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM",5,15.0,CAMARILLA,CAMARILLA: breakout above H4=7495.85,11:08,7635.55,TARGET_HIT,EXACT_WIN,7523.73,1.52,48.9,STANDARD,0.195,7.9,,,True,EXIT_NOT_FILLED,2.08,NOTIONAL_CAP,NO_NEWS,0.0,0.0,,0.0,none,True,1.8507422941215632,1.8507422941215632,1.6650023300712362
2026-07-30,NESTLEIND,LONG,09:15,09:28,1517.765,1521.1,328,498920.8,1510.5325,1546.6949999999997,2.42,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE",6,18.0,CAMARILLA,CAMARILLA: breakout above H4=1517.76,15:15,1521.6,TIME_EXIT,LOSS,-563.57,-0.11,49.6,STANDARD,0.22,13.1,,,False,EXIT_CONFIRMED,2.16,NOTIONAL_CAP,NEUTRAL,0.2,0.4,"Nestle India Ltd soars 1.19%, up for third straight session - business-standard.com",5.0,gemini,False,0.7560318190782986,0.7560318190782986,0.0328709486555782
2026-07-31,HINDALCO,LONG,09:15,09:23,976.0725,979.0,510,499290.0,972.78625,989.2175,1.64,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM",5,15.0,CAMARILLA,CAMARILLA: breakout above H4=976.07,15:14,972.75,STOP_HIT,LOSS,-3912.92,-0.78,48.9,STANDARD,0.3,8.3,,,False,EXIT_CONFIRMED,1.8,NOTIONAL_CAP,NEUTRAL,-0.2,0.6,"Hindustan Zinc, Nalco, Vedanta, SAIL, Hindustan Copper, To Hindalco: Why Are Metal Stocks Falling Today? - Goodreturns",3.0,gemini,False,0.9193054136874361,0.9193054136874361,-0.6384065372829418
2026-08-03,JSWSTEEL,LONG,09:15,09:23,1281.575,1285.65,389,499981.7,1276.4875000000002,1301.925,1.78,"ASC-TRI,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,GAP-CONT,PDH-PDL,VPOC",8,24.0,CAMARILLA,CAMARILLA: breakout above H4=1281.58,09:55,1274.3,STOP_HIT,LOSS,-5140.73,-1.03,49.3,STANDARD,0.291,8.2,,,False,EXIT_NOT_FILLED,1.84,NOTIONAL_CAP,NO_NEWS,0.0,0.0,,0.0,none,False,-0.07389258351806832,-0.07389258351806832,-0.8828219188737321
2026-08-04,FEDERALBNK,LONG,09:15,09:22,360.25,360.3073487031701,1388,499818.8,354.6,371.7,2.17,"ADX-FILTER,DAILY-BIAS,GAP-FADE,VPOC",4,10.0,GAP-FADE,"GAP-FADE: gap-down -3.1%, fading back to 371.70",14:50,358.05,TIME_EXIT,LOSS,-3859.77,-0.77,49.1,STANDARD,-0.042,7.9,,,False,EXIT_CONFIRMED,2.02,NOTIONAL_CAP,SUPPORTS,0.4,0.8,Federal Bank (NSEI:FEDERALBNK) Stock Gets Fair Value Boost Before Board Results Review - Yahoo Finance,2.0,gemini,False,0.2893783045454636,0.2893783045454636,-0.6265064288293839
2026-08-05,SBIN,LONG,09:40,09:53,1045.2,1046.0,478,499988.0,1040.9,1053.8,1.53,"ADX-FILTER,CPR,DAILY-BIAS,FIRST-CANDLE,SR-BREAK,VPOC",6,18.0,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=1045.20,14:50,1051.9,TIME_EXIT,WIN,2089.07,0.42,49.5,STANDARD,0.077,13.6,0.0,LOOSE,False,EXIT_CONFIRMED,1.64,NOTIONAL_CAP,CONTRADICTS,-0.3,0.8,"SBI, HDFC Bank, to ICICI Bank, Axis Bank: Bank stocks fall ahead of RBI monetary policy decision tomorrow - livemint.com",3.0,gemini,False,0.7552581261950374,0.7552581261950374,0.5640535372849035
2026-08-06,HINDALCO,LONG,09:20,09:27,1032.12125,1033.6,483,499228.8,1024.2425,1047.87875,1.53,"ADX-FILTER,CAMARILLA,DAILY-BIAS,VPOC",4,12.0,CAMARILLA,"CAMARILLA: reversal at L3=1032.12, target H3=1047.88",09:34,1023.7,STOP_HIT,LOSS,-5505.77,-1.1,50.0,STANDARD,0.143,7.7,,,False,EXIT_CONFIRMED,1.71,NOTIONAL_CAP,SUPPORTS,0.6,0.85,Novelis Q1 Results: Hindalco Arm Posts 128% Jump In Core Profit Even As Shipments Dip,6.0,gemini,False,-0.416021671826621,-0.416021671826621,-0.9578173374612873
2026-08-07,SBIN,LONG,09:25,09:42,1081.8,1082.68,461,499032.5,1088.13,1093.8,1.62,"ADX-FILTER,DAILY-BIAS,FIRST-CANDLE,PIN-BAR,VPOC",5,15.0,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=1081.80,11:35,1087.7,PROFIT_LOCK_STOP,WIN,1584.68,0.32,49.9,STANDARD,0.065,18.0,0.041,LOOSE,True,EXIT_CONFIRMED,1.72,NOTIONAL_CAP,NEUTRAL,0.0,0.8,State Bank of India to report Q1 results today - Here's what the street is expecting - CNBC TV18,4.0,gemini,True,1.0547899656408029,1.0547899656408029,0.4636642405881684
2026-08-10,ZYDUSLIFE,LONG,09:20,09:32,1119.7,1117.47,447,499343.7,1102.9045,1147.6925,2.07,"ADX-FILTER,MACD,PDH-PDL,VPOC",4,12.0,MACD,"MACD: histogram flipped positive, MACD=2.264",14:50,1116.1,TIME_EXIT,LOSS,-1340.15,-0.27,48.9,STANDARD,-0.232,12.9,0.231,LOOSE,False,EXIT_CONFIRMED,1.97,NOTIONAL_CAP,NO_NEWS,0.0,0.0,,0.0,none,False,0.6648948070194335,0.6648948070194335,-0.12259836953118367
2026-08-11,PRESTIGE,LONG,09:15,09:23,1618.59,1623.09,214,347300.6,1631.7,1677.7699999999998,2.83,"CAMARILLA,CPR,GAP-CONT,PDH-PDL,VPOC",5,15.0,CAMARILLA,CAMARILLA: breakout above H4=1618.59,10:12,1631.1,PROFIT_LOCK_STOP,WIN,1192.01,0.34,49.9,STANDARD,0.266,8.2,,,True,EXIT_CONFIRMED,3.44,ATR_VOL,NO_NEWS,0.0,0.0,,0.0,none,True,1.0418399472610935,1.0418399472610935,0.4935031329131466
2026-08-12,EXIDEIND,LONG,09:15,09:22,493.1575,494.5,647,319941.5,488.57875,511.4724999999999,2.87,"ADX-FILTER,CAMARILLA,DAILY-BIAS,VPOC",4,12.0,CAMARILLA,CAMARILLA: breakout above H4=493.16,11:01,488.55,STOP_HIT,LOSS,-4330.02,-1.35,50.0,STANDARD,0.272,7.8,,,False,EXIT_CONFIRMED,3.75,ATR_VOL,NEUTRAL,0.2,0.4,Exide Industries Shares Rise 2.13% to Rs 495.75 - Moneycontrol.com,1.0,gemini,False,-0.04044489383215139,-0.04044489383215139,-1.20323559150657
2026-08-13,PATANJALI,LONG,09:25,09:32,349.45125,349.95,1233,431365.05,346.3025,355.74875000000003,1.59,"ADX-FILTER,CAMARILLA,DAILY-BIAS,VPOC",4,12.0,CAMARILLA,"CAMARILLA: reversal at L3=349.45, target H3=355.75",14:50,351.0,TIME_EXIT,WIN,658.13,0.15,50.0,STANDARD,0.114,7.9,0.178,LOOSE,False,EXIT_CONFIRMED,2.78,ATR_VOL,NEUTRAL,-0.2,0.6,Patanjali Foods shares fall 2.24% to Rs 345.10 - Moneycontrol.com,2.0,gemini,False,0.4572081725960917,0.4572081725960917,0.3000428632661842
2026-08-14,PAGEIND,LONG,09:15,09:32,37468.75,37455.0,12,449580.0,36994.375,39366.25,4.15,"ADX-FILTER,CAMARILLA,GAP-CONT,MACD,VPOC",5,15.0,CAMARILLA,CAMARILLA: breakout above H4=37468.75,11:42,36945.0,STOP_HIT,LOSS,-6775.16,-1.51,47.8,STANDARD,-0.01,17.9,0.0,LOOSE,False,EXIT_CONFIRMED,2.61,ATR_VOL,CONTRADICTS,-0.6,0.9,Page Industries shares skid 4% after Q1 results; ₹200 dividend declared - Business Standard,5.0,gemini,False,0.92110532639167,0.92110532639167,-1.3616339607529035
2026-08-17,AUROPHARMA,LONG,09:25,09:32,1646.6,1647.98,287,472918.6,1628.3,1683.1999999999998,1.79,"ADX-FILTER,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,VPOC",5,15.0,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=1646.60,11:36,1628.0,STOP_HIT,LOSS,-6421.78,-1.36,49.6,STANDARD,0.073,7.8,0.068,LOOSE,False,EXIT_NOT_FILLED,2.53,ATR_VOL,CONTRADICTS,-0.8,0.9,Aurobindo Pharma Shares Falls Despite Strong Q1 As USFDA Warns Eugia Unit,3.0,gemini,False,0.24393499921115436,0.24393499921115436,-1.2123933542882814
2026-08-18,ZYDUSLIFE,LONG,09:20,09:43,1137.7,1138.49,363,412912.5,1127.0,1159.1,1.79,"DAILY-BIAS,DBL-BTM,FIRST-CANDLE,MACD,SUPERTREND",5,12.633,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=1137.70,12:05,1127.0,STOP_HIT,LOSS,-4778.23,-1.16,48.0,STANDARD,-0.018,23.3,0.0,LOOSE,False,EXIT_NOT_FILLED,2.9,ATR_VOL,NEUTRAL,0.0,0.8,Zydus Lifesciences schedules investor roadshow in Singapore and Hong Kong - scanx.trade,1.0,gemini,False,0.2819524106491964,0.2819524106491964,-1.0092315259686082
2026-08-19,DEVYANI,LONG,09:20,09:28,142.69,142.74,1905,271691.1,140.6,146.25725,1.64,"ADX-FILTER,DAILY-BIAS,MACD,VPOC",4,12.0,MACD,"MACD: histogram flipped positive, MACD=0.232",14:50,142.97,TIME_EXIT,WIN,19.86,0.01,47.5,STANDARD,-0.049,8.4,,,False,EXIT_NOT_FILLED,4.42,ATR_VOL,NO_NEWS,0.0,0.0,,0.0,none,False,0.6305170239596309,0.6305170239596309,0.1611321283452359
2026-08-20,ETERNAL,LONG,09:20,09:28,323.74,324.59,1475,478711.25,326.21,331.22,2.44,"ADX-FILTER,CAMARILLA,CPR,DAILY-BIAS,DBL-BTM,FIRST-CANDLE,GAP-CONT,PDH-PDL,VPOC",9,27.0,CAMARILLA,CAMARILLA: breakout above H4=323.74,09:40,326.2,PROFIT_LOCK_STOP,WIN,1672.9,0.35,49.7,STANDARD,0.25,8.3,,,True,EXIT_CONFIRMED,2.51,ATR_VOL,NO_NEWS,0.0,0.0,,0.0,none,True,1.2045965679780724,1.2045965679780724,0.49601035152038386
2026-08-24,ASTRAL,LONG,09:20,09:48,1542.25,1543.64,312,481572.0,1535.375,1569.75,3.16,"CAMARILLA,DAILY-BIAS,EMA-CROSS,FIRST-CANDLE,MACD,SR-BREAK,VPOC",7,18.534,CAMARILLA,CAMARILLA: breakout above H4=1542.25,10:16,1535.2,STOP_HIT,LOSS,-3335.04,-0.69,49.4,STANDARD,0.081,28.3,0.0,LOOSE,False,EXIT_NOT_FILLED,2.48,ATR_VOL,CONTRADICTS,-0.5,0.8,ResMed's Sleep Business Booms as Astral Ventilator Troubles Weigh on Results - Vocal,2.0,gemini,False,0.0945816382057869,0.0945816382057869,-0.5467596071622952
2026-08-25,DMART,LONG,09:20,09:28,3949.9,3949.93,126,497687.4,3918.0,4013.7,2.0,"ADX-FILTER,CPR,FIRST-CANDLE,VPOC",4,12.0,FIRST-CANDLE,FIRST-CANDLE: break above first candle high=3949.90,13:16,3918.0,STOP_HIT,LOSS,-4745.76,-0.95,49.6,STANDARD,0.0,8.1,,,False,EXIT_CONFIRMED,2.13,NOTIONAL_CAP,NO_NEWS,0.0,0.0,,0.0,none,False,0.2119024894112135,0.2119024894112135,-0.8083687559019993
